snapshot_date,axis,keyword,search_index
2026-04-04,saude-mental,equipas comunitárias saúde mental,1
2026-04-04,menopausa,fitoterapia menopausa,1
2026-04-04,saude-mental,fobia social,1
2026-04-04,emergentes,gripe aviária H5N1,1
2026-04-04,menopausa,incontinência urinária,31
2026-04-04,saude-mental,insónia,41
2026-04-04,alimentacao,intolerância à lactose,16
2026-04-04,alimentacao,intolerância ao glúten,19
2026-04-04,alimentacao,jejum intermitente,30
2026-04-04,menopausa,libido menopausa,1
2026-04-04,saude-mental,literacia em saúde mental,1
2026-04-04,emergentes,long covid,48
2026-04-04,emergentes,lúpus,8
2026-04-04,menopausa,menopausa masculina,10
2026-04-04,menopausa,menopausa precoce,1
2026-04-04,menopausa,menopausa sintomas,74
2026-04-04,emergentes,microplásticos sangue,1
2026-04-04,emergentes,mpox portugal,1
2026-04-04,alimentacao,obesidade infantil,1
2026-04-04,menopausa,osteoporose,28
2026-04-04,saude-mental,pânico,27
2026-04-04,saude-mental,perturbação bipolar,1
2026-04-04,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-04,saude-mental,perturbações do espectro do autismo,1
2026-04-04,menopausa,peso na menopausa,1
2026-04-04,emergentes,poluição e saúde,1
2026-04-04,alimentacao,pré-diabetes,1
2026-04-04,saude-mental,prevenção suicídio,1
2026-04-04,saude-mental,PTSD,21
2026-04-04,saude-mental,reabilitação psicossocial,1
2026-04-04,alimentacao,refluxo gastroesofágico,42
2026-04-04,emergentes,resistência antibióticos,21
2026-04-04,emergentes,sarampo surto,1
2026-04-04,saude-mental,saúde mental ensino superior,1
2026-04-04,saude-mental,saúde mental escolar,1
2026-04-04,saude-mental,saúde mental jovens,1
2026-04-04,saude-mental,saúde mental no trabalho,1
2026-04-04,saude-mental,saúde mental sem-abrigo,1
2026-04-04,menopausa,secura vaginal,22
2026-04-04,emergentes,sepsis,33
2026-04-04,alimentacao,síndrome de intestino irritável,1
2026-04-04,menopausa,síndrome do ovário poliquístico,2
2026-04-04,saude-mental,solidão,23
2026-04-04,saude-mental,stress,33
2026-04-04,saude-mental,suicídio,32
2026-04-04,menopausa,suores noturnos,2
2026-04-04,alimentacao,suplementos alimentares,14
2026-04-04,saude-mental,TDAH adulto,1
2026-04-04,menopausa,terapia hormonal,1
2026-04-04,saude-mental,terapia online,3
2026-04-04,alimentacao,ultraprocessados,1
2026-04-04,emergentes,vírus nipah,1
2026-04-05,alimentacao,açúcar e saúde,44
2026-04-05,saude-mental,alcoolismo,45
2026-04-05,alimentacao,alergias alimentares,2
2026-04-05,alimentacao,alimentação plant-based,1
2026-04-05,saude-mental,alzheimer,53
2026-04-05,alimentacao,anemia,58
2026-04-05,saude-mental,anorexia nervosa,1
2026-04-05,saude-mental,ansiedade,64
2026-04-05,saude-mental,automutilação,17
2026-04-05,emergentes,avc,53
2026-04-05,saude-mental,burnout,40
2026-04-05,emergentes,calor extremo e saúde,1
2026-04-05,menopausa,cancro da mama,35
2026-04-05,emergentes,candida auris,1
2026-04-05,menopausa,candidíase,41
2026-04-05,alimentacao,colesterol alto,36
2026-04-05,saude-mental,competências socioemocionais,33
2026-04-05,saude-mental,demência,27
2026-04-05,emergentes,dengue europa,37
2026-04-05,saude-mental,dependências,1
2026-04-05,saude-mental,depressão,6
2026-04-05,saude-mental,desinstitucionalização saúde mental,1
2026-04-05,alimentacao,diabetes tipo 2,24
2026-04-05,alimentacao,dieta cetogénica,1
2026-04-05,alimentacao,dieta mediterrânica,21
2026-04-05,alimentacao,doença celíaca,1
2026-04-05,emergentes,doenças cardiovasculares,1
2026-04-05,menopausa,doenças da tiroide,1
2026-04-05,menopausa,endometriose,27
2026-04-05,saude-mental,enxaqueca,51
2026-04-05,saude-mental,equipas comunitárias saúde mental,1
2026-04-05,menopausa,fitoterapia menopausa,1
2026-04-05,saude-mental,fobia social,1
2026-04-05,emergentes,gripe aviária H5N1,1
2026-04-05,menopausa,incontinência urinária,30
2026-04-05,saude-mental,insónia,45
2026-04-05,alimentacao,intolerância à lactose,18
2026-04-05,alimentacao,intolerância ao glúten,21
2026-04-05,alimentacao,jejum intermitente,31
2026-04-05,menopausa,libido menopausa,1
2026-04-05,saude-mental,literacia em saúde mental,1
2026-04-05,emergentes,long covid,47
2026-04-05,emergentes,lúpus,7
2026-04-05,menopausa,menopausa masculina,11
2026-04-05,menopausa,menopausa precoce,1
2026-04-05,menopausa,menopausa sintomas,79
2026-04-05,emergentes,microplásticos sangue,1
2026-04-05,emergentes,mpox portugal,1
2026-04-05,alimentacao,obesidade infantil,1
2026-04-05,menopausa,osteoporose,32
2026-04-05,saude-mental,pânico,28
2026-04-05,saude-mental,perturbação bipolar,1
2026-04-05,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-05,saude-mental,perturbações do espectro do autismo,1
2026-04-05,menopausa,peso na menopausa,1
2026-04-05,emergentes,poluição e saúde,1
2026-04-05,alimentacao,pré-diabetes,1
2026-04-05,saude-mental,prevenção suicídio,1
2026-04-05,saude-mental,PTSD,21
2026-04-05,saude-mental,reabilitação psicossocial,1
2026-04-05,alimentacao,refluxo gastroesofágico,47
2026-04-05,emergentes,resistência antibióticos,20
2026-04-05,emergentes,sarampo surto,1
2026-04-05,saude-mental,saúde mental ensino superior,1
2026-04-05,saude-mental,saúde mental escolar,1
2026-04-05,saude-mental,saúde mental jovens,1
2026-04-05,saude-mental,saúde mental no trabalho,1
2026-04-05,saude-mental,saúde mental sem-abrigo,1
2026-04-05,menopausa,secura vaginal,24
2026-04-05,emergentes,sepsis,36
2026-04-05,alimentacao,síndrome de intestino irritável,1
2026-04-05,menopausa,síndrome do ovário poliquístico,2
2026-04-05,saude-mental,solidão,22
2026-04-05,saude-mental,stress,30
2026-04-05,saude-mental,suicídio,29
2026-04-05,menopausa,suores noturnos,2
2026-04-05,alimentacao,suplementos alimentares,12
2026-04-05,saude-mental,TDAH adulto,1
2026-04-05,menopausa,terapia hormonal,1
2026-04-05,saude-mental,terapia online,3
2026-04-05,alimentacao,ultraprocessados,1
2026-04-05,emergentes,vírus nipah,1
2026-04-06,alimentacao,açúcar e saúde,42
2026-04-06,alimentacao,açúcar e saúde,48
2026-04-06,saude-mental,alcoolismo,44
2026-04-06,saude-mental,alcoolismo,59
2026-04-06,alimentacao,alergias alimentares,1
2026-04-06,alimentacao,alergias alimentares,2
2026-04-06,alimentacao,alimentação plant-based,1
2026-04-06,alimentacao,alimentação plant-based,1
2026-04-06,saude-mental,alzheimer,46
2026-04-06,saude-mental,alzheimer,53
2026-04-06,alimentacao,anemia,42
2026-04-06,alimentacao,anemia,56
2026-04-06,saude-mental,anorexia nervosa,1
2026-04-06,saude-mental,anorexia nervosa,23
2026-04-06,saude-mental,ansiedade,50
2026-04-06,saude-mental,ansiedade,58
2026-04-06,saude-mental,automutilação,16
2026-04-06,saude-mental,automutilação,16
2026-04-06,emergentes,avc,48
2026-04-06,emergentes,avc,48
2026-04-06,saude-mental,burnout,26
2026-04-06,saude-mental,burnout,46
2026-04-06,emergentes,calor extremo e saúde,1
2026-04-06,emergentes,calor extremo e saúde,1
2026-04-06,menopausa,cancro da mama,38
2026-04-06,menopausa,cancro da mama,40
2026-04-06,emergentes,candida auris,1
2026-04-06,emergentes,candida auris,1
2026-04-06,menopausa,candidíase,24
2026-04-06,menopausa,candidíase,37
2026-04-06,alimentacao,colesterol alto,13
2026-04-06,alimentacao,colesterol alto,33
2026-04-06,saude-mental,competências socioemocionais,1
2026-04-06,saude-mental,competências socioemocionais,35
2026-04-06,saude-mental,demência,25
2026-04-06,saude-mental,demência,30
2026-04-06,emergentes,dengue europa,40
2026-04-06,emergentes,dengue europa,42
2026-04-06,saude-mental,dependências,1
2026-04-06,saude-mental,dependências,1
2026-04-06,saude-mental,depressão,4
2026-04-06,saude-mental,depressão,6
2026-04-06,saude-mental,desinstitucionalização saúde mental,1
2026-04-06,saude-mental,desinstitucionalização saúde mental,1
2026-04-06,alimentacao,diabetes tipo 2,16
2026-04-06,alimentacao,diabetes tipo 2,24
2026-04-06,alimentacao,dieta cetogénica,1
2026-04-06,alimentacao,dieta cetogénica,1
2026-04-06,alimentacao,dieta mediterrânica,1
2026-04-06,alimentacao,dieta mediterrânica,22
2026-04-06,alimentacao,doença celíaca,1
2026-04-06,alimentacao,doença celíaca,2
2026-04-06,emergentes,doenças cardiovasculares,1
2026-04-06,emergentes,doenças cardiovasculares,1
2026-04-06,menopausa,doenças da tiroide,1
2026-04-06,menopausa,doenças da tiroide,1
2026-04-06,menopausa,endometriose,24
2026-04-06,menopausa,endometriose,30
2026-04-06,saude-mental,enxaqueca,40
2026-04-06,saude-mental,enxaqueca,51
2026-04-06,saude-mental,equipas comunitárias saúde mental,1
2026-04-06,saude-mental,equipas comunitárias saúde mental,1
2026-04-06,menopausa,fitoterapia menopausa,1
2026-04-06,menopausa,fitoterapia menopausa,1
2026-04-06,saude-mental,fobia social,1
2026-04-06,saude-mental,fobia social,1
2026-04-06,emergentes,gripe aviária H5N1,1
2026-04-06,emergentes,gripe aviária H5N1,1
2026-04-06,menopausa,incontinência urinária,6
2026-04-06,menopausa,incontinência urinária,28
2026-04-06,saude-mental,insónia,6
2026-04-06,saude-mental,insónia,43
2026-04-06,alimentacao,intolerância à lactose,1
2026-04-06,alimentacao,intolerância à lactose,15
2026-04-06,alimentacao,intolerância ao glúten,1
2026-04-06,alimentacao,intolerância ao glúten,23
2026-04-06,alimentacao,jejum intermitente,21
2026-04-06,alimentacao,jejum intermitente,31
2026-04-06,menopausa,libido menopausa,1
2026-04-06,menopausa,libido menopausa,1
2026-04-06,saude-mental,literacia em saúde mental,1
2026-04-06,saude-mental,literacia em saúde mental,1
2026-04-06,emergentes,long covid,42
2026-04-06,emergentes,long covid,63
2026-04-06,emergentes,lúpus,7
2026-04-06,emergentes,lúpus,64
2026-04-06,menopausa,menopausa masculina,10
2026-04-06,menopausa,menopausa masculina,11
2026-04-06,menopausa,menopausa precoce,1
2026-04-06,menopausa,menopausa precoce,1
2026-04-06,menopausa,menopausa sintomas,57
2026-04-06,menopausa,menopausa sintomas,75
2026-04-06,emergentes,microplásticos sangue,1
2026-04-06,emergentes,microplásticos sangue,1
2026-04-06,emergentes,mpox portugal,1
2026-04-06,emergentes,mpox portugal,1
2026-04-06,alimentacao,obesidade infantil,1
2026-04-06,alimentacao,obesidade infantil,1
2026-04-06,menopausa,osteoporose,17
2026-04-06,menopausa,osteoporose,30
2026-04-06,saude-mental,pânico,24
2026-04-06,saude-mental,pânico,32
2026-04-06,saude-mental,perturbação bipolar,1
2026-04-06,saude-mental,perturbação bipolar,1
2026-04-06,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-06,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-06,saude-mental,perturbações do espectro do autismo,1
2026-04-06,saude-mental,perturbações do espectro do autismo,1
2026-04-06,menopausa,peso na menopausa,1
2026-04-06,menopausa,peso na menopausa,1
2026-04-06,emergentes,poluição e saúde,1
2026-04-06,emergentes,poluição e saúde,1
2026-04-06,alimentacao,pré-diabetes,1
2026-04-06,alimentacao,pré-diabetes,1
2026-04-06,saude-mental,prevenção suicídio,1
2026-04-06,saude-mental,prevenção suicídio,1
2026-04-06,saude-mental,PTSD,19
2026-04-06,saude-mental,PTSD,21
2026-04-06,saude-mental,reabilitação psicossocial,1
2026-04-06,saude-mental,reabilitação psicossocial,1
2026-04-06,alimentacao,refluxo gastroesofágico,41
2026-04-06,alimentacao,refluxo gastroesofágico,46
2026-04-06,emergentes,resistência antibióticos,1
2026-04-06,emergentes,resistência antibióticos,22
2026-04-06,emergentes,sarampo surto,1
2026-04-06,emergentes,sarampo surto,1
2026-04-06,saude-mental,saúde mental ensino superior,1
2026-04-06,saude-mental,saúde mental ensino superior,1
2026-04-06,saude-mental,saúde mental escolar,1
2026-04-06,saude-mental,saúde mental escolar,1
2026-04-06,saude-mental,saúde mental jovens,1
2026-04-06,saude-mental,saúde mental jovens,1
2026-04-06,saude-mental,saúde mental no trabalho,1
2026-04-06,saude-mental,saúde mental no trabalho,1
2026-04-06,saude-mental,saúde mental sem-abrigo,1
2026-04-06,saude-mental,saúde mental sem-abrigo,1
2026-04-06,menopausa,secura vaginal,2
2026-04-06,menopausa,secura vaginal,26
2026-04-06,emergentes,sepsis,22
2026-04-06,emergentes,sepsis,36
2026-04-06,alimentacao,síndrome de intestino irritável,1
2026-04-06,alimentacao,síndrome de intestino irritável,1
2026-04-06,menopausa,síndrome do ovário poliquístico,2
2026-04-06,menopausa,síndrome do ovário poliquístico,2
2026-04-06,saude-mental,solidão,20
2026-04-06,saude-mental,solidão,21
2026-04-06,saude-mental,stress,27
2026-04-06,saude-mental,stress,32
2026-04-06,saude-mental,suicídio,29
2026-04-06,saude-mental,suicídio,47
2026-04-06,menopausa,suores noturnos,2
2026-04-06,menopausa,suores noturnos,3
2026-04-06,alimentacao,suplementos alimentares,5
2026-04-06,alimentacao,suplementos alimentares,13
2026-04-06,saude-mental,TDAH adulto,1
2026-04-06,saude-mental,TDAH adulto,2
2026-04-06,menopausa,terapia hormonal,1
2026-04-06,menopausa,terapia hormonal,1
2026-04-06,saude-mental,terapia online,3
2026-04-06,saude-mental,terapia online,47
2026-04-06,alimentacao,ultraprocessados,1
2026-04-06,alimentacao,ultraprocessados,1
2026-04-06,emergentes,vírus nipah,1
2026-04-06,emergentes,vírus nipah,1
2026-04-07,alimentacao,açúcar e saúde,47
2026-04-07,saude-mental,alcoolismo,58
2026-04-07,alimentacao,alergias alimentares,1
2026-04-07,alimentacao,alimentação plant-based,1
2026-04-07,saude-mental,alzheimer,51
2026-04-07,alimentacao,anemia,43
2026-04-07,saude-mental,anorexia nervosa,20
2026-04-07,saude-mental,ansiedade,45
2026-04-07,saude-mental,automutilação,18
2026-04-07,emergentes,avc,45
2026-04-07,saude-mental,burnout,27
2026-04-07,emergentes,calor extremo e saúde,1
2026-04-07,menopausa,cancro da mama,41
2026-04-07,emergentes,candida auris,1
2026-04-07,menopausa,candidíase,25
2026-04-07,alimentacao,colesterol alto,14
2026-04-07,saude-mental,competências socioemocionais,1
2026-04-07,saude-mental,demência,31
2026-04-07,emergentes,dengue europa,40
2026-04-07,saude-mental,dependências,1
2026-04-07,saude-mental,depressão,4
2026-04-07,saude-mental,desinstitucionalização saúde mental,1
2026-04-07,alimentacao,diabetes tipo 2,18
2026-04-07,alimentacao,dieta cetogénica,1
2026-04-07,alimentacao,dieta mediterrânica,1
2026-04-07,alimentacao,doença celíaca,2
2026-04-07,emergentes,doenças cardiovasculares,1
2026-04-07,menopausa,doenças da tiroide,1
2026-04-07,menopausa,endometriose,32
2026-04-07,saude-mental,enxaqueca,40
2026-04-07,saude-mental,equipas comunitárias saúde mental,1
2026-04-07,menopausa,fitoterapia menopausa,1
2026-04-07,saude-mental,fobia social,1
2026-04-07,emergentes,gripe aviária H5N1,1
2026-04-07,menopausa,incontinência urinária,5
2026-04-07,saude-mental,insónia,5
2026-04-07,alimentacao,intolerância à lactose,1
2026-04-07,alimentacao,intolerância ao glúten,1
2026-04-07,alimentacao,jejum intermitente,18
2026-04-07,menopausa,libido menopausa,1
2026-04-07,saude-mental,literacia em saúde mental,1
2026-04-07,emergentes,long covid,58
2026-04-07,emergentes,lúpus,73
2026-04-07,menopausa,menopausa masculina,11
2026-04-07,menopausa,menopausa precoce,1
2026-04-07,menopausa,menopausa sintomas,51
2026-04-07,emergentes,microplásticos sangue,1
2026-04-07,emergentes,mpox portugal,1
2026-04-07,alimentacao,obesidade infantil,1
2026-04-07,menopausa,osteoporose,18
2026-04-07,saude-mental,pânico,31
2026-04-07,saude-mental,perturbação bipolar,1
2026-04-07,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-07,saude-mental,perturbações do espectro do autismo,1
2026-04-07,menopausa,peso na menopausa,1
2026-04-07,emergentes,poluição e saúde,1
2026-04-07,alimentacao,pré-diabetes,1
2026-04-07,saude-mental,prevenção suicídio,1
2026-04-07,saude-mental,PTSD,24
2026-04-07,saude-mental,reabilitação psicossocial,1
2026-04-07,alimentacao,refluxo gastroesofágico,51
2026-04-07,emergentes,resistência antibióticos,1
2026-04-07,emergentes,sarampo surto,1
2026-04-07,saude-mental,saúde mental ensino superior,1
2026-04-07,saude-mental,saúde mental escolar,1
2026-04-07,saude-mental,saúde mental jovens,1
2026-04-07,saude-mental,saúde mental no trabalho,1
2026-04-07,saude-mental,saúde mental sem-abrigo,1
2026-04-07,menopausa,secura vaginal,2
2026-04-07,emergentes,sepsis,21
2026-04-07,alimentacao,síndrome de intestino irritável,1
2026-04-07,menopausa,síndrome do ovário poliquístico,2
2026-04-07,saude-mental,solidão,19
2026-04-07,saude-mental,stress,26
2026-04-07,saude-mental,suicídio,44
2026-04-07,menopausa,suores noturnos,3
2026-04-07,alimentacao,suplementos alimentares,4
2026-04-07,saude-mental,TDAH adulto,2
2026-04-07,menopausa,terapia hormonal,1
2026-04-07,saude-mental,terapia online,49
2026-04-07,alimentacao,ultraprocessados,1
2026-04-07,emergentes,vírus nipah,1
2026-04-08,alimentacao,açúcar e saúde,52
2026-04-08,saude-mental,alcoolismo,50
2026-04-08,alimentacao,alergias alimentares,1
2026-04-08,alimentacao,alimentação plant-based,1
2026-04-08,saude-mental,alzheimer,50
2026-04-08,alimentacao,anemia,45
2026-04-08,saude-mental,anorexia nervosa,21
2026-04-08,saude-mental,ansiedade,50
2026-04-08,saude-mental,automutilação,16
2026-04-08,emergentes,avc,47
2026-04-08,saude-mental,burnout,26
2026-04-08,emergentes,calor extremo e saúde,1
2026-04-08,menopausa,cancro da mama,42
2026-04-08,emergentes,candida auris,1
2026-04-08,menopausa,candidíase,22
2026-04-08,alimentacao,colesterol alto,15
2026-04-08,saude-mental,competências socioemocionais,1
2026-04-08,saude-mental,demência,33
2026-04-08,emergentes,dengue europa,41
2026-04-08,saude-mental,dependências,1
2026-04-08,saude-mental,depressão,4
2026-04-08,saude-mental,desinstitucionalização saúde mental,1
2026-04-08,alimentacao,diabetes tipo 2,16
2026-04-08,alimentacao,dieta cetogénica,1
2026-04-08,alimentacao,dieta mediterrânica,1
2026-04-08,alimentacao,doença celíaca,2
2026-04-08,emergentes,doenças cardiovasculares,1
2026-04-08,menopausa,doenças da tiroide,1
2026-04-08,menopausa,endometriose,34
2026-04-08,saude-mental,enxaqueca,44
2026-04-08,saude-mental,equipas comunitárias saúde mental,1
2026-04-08,menopausa,fitoterapia menopausa,1
2026-04-08,saude-mental,fobia social,1
2026-04-08,emergentes,gripe aviária H5N1,1
2026-04-08,menopausa,incontinência urinária,5
2026-04-08,saude-mental,insónia,5
2026-04-08,alimentacao,intolerância à lactose,1
2026-04-08,alimentacao,intolerância ao glúten,1
2026-04-08,alimentacao,jejum intermitente,16
2026-04-08,menopausa,libido menopausa,1
2026-04-08,saude-mental,literacia em saúde mental,1
2026-04-08,emergentes,long covid,64
2026-04-08,emergentes,lúpus,69
2026-04-08,menopausa,menopausa masculina,11
2026-04-08,menopausa,menopausa precoce,1
2026-04-08,menopausa,menopausa sintomas,46
2026-04-08,emergentes,microplásticos sangue,1
2026-04-08,emergentes,mpox portugal,1
2026-04-08,alimentacao,obesidade infantil,1
2026-04-08,menopausa,osteoporose,19
2026-04-08,saude-mental,pânico,30
2026-04-08,saude-mental,perturbação bipolar,1
2026-04-08,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-08,saude-mental,perturbações do espectro do autismo,1
2026-04-08,menopausa,peso na menopausa,1
2026-04-08,emergentes,poluição e saúde,1
2026-04-08,alimentacao,pré-diabetes,1
2026-04-08,saude-mental,prevenção suicídio,1
2026-04-08,saude-mental,PTSD,26
2026-04-08,saude-mental,reabilitação psicossocial,1
2026-04-08,alimentacao,refluxo gastroesofágico,53
2026-04-08,emergentes,resistência antibióticos,1
2026-04-08,emergentes,sarampo surto,1
2026-04-08,saude-mental,saúde mental ensino superior,1
2026-04-08,saude-mental,saúde mental escolar,1
2026-04-08,saude-mental,saúde mental jovens,1
2026-04-08,saude-mental,saúde mental no trabalho,1
2026-04-08,saude-mental,saúde mental sem-abrigo,1
2026-04-08,menopausa,secura vaginal,2
2026-04-08,emergentes,sepsis,22
2026-04-08,alimentacao,síndrome de intestino irritável,1
2026-04-08,menopausa,síndrome do ovário poliquístico,2
2026-04-08,saude-mental,solidão,20
2026-04-08,saude-mental,stress,22
2026-04-08,saude-mental,suicídio,47
2026-04-08,menopausa,suores noturnos,3
2026-04-08,alimentacao,suplementos alimentares,4
2026-04-08,saude-mental,TDAH adulto,2
2026-04-08,menopausa,terapia hormonal,1
2026-04-08,saude-mental,terapia online,54
2026-04-08,alimentacao,ultraprocessados,1
2026-04-08,emergentes,vírus nipah,1
2026-04-09,alimentacao,açúcar e saúde,54
2026-04-09,saude-mental,alcoolismo,53
2026-04-09,alimentacao,alergias alimentares,1
2026-04-09,alimentacao,alimentação plant-based,1
2026-04-09,saude-mental,alzheimer,55
2026-04-09,alimentacao,anemia,41
2026-04-09,saude-mental,anorexia nervosa,24
2026-04-09,saude-mental,ansiedade,52
2026-04-09,saude-mental,automutilação,18
2026-04-09,emergentes,avc,41
2026-04-09,saude-mental,burnout,28
2026-04-09,emergentes,calor extremo e saúde,1
2026-04-09,menopausa,cancro da mama,48
2026-04-09,emergentes,candida auris,1
2026-04-09,menopausa,candidíase,21
2026-04-09,alimentacao,colesterol alto,14
2026-04-09,saude-mental,competências socioemocionais,1
2026-04-09,saude-mental,demência,37
2026-04-09,emergentes,dengue europa,47
2026-04-09,saude-mental,dependências,1
2026-04-09,saude-mental,depressão,4
2026-04-09,saude-mental,desinstitucionalização saúde mental,1
2026-04-09,alimentacao,diabetes tipo 2,15
2026-04-09,alimentacao,dieta cetogénica,1
2026-04-09,alimentacao,dieta mediterrânica,1
2026-04-09,alimentacao,doença celíaca,2
2026-04-09,emergentes,doenças cardiovasculares,1
2026-04-09,menopausa,doenças da tiroide,1
2026-04-09,menopausa,endometriose,30
2026-04-09,saude-mental,enxaqueca,42
2026-04-09,saude-mental,equipas comunitárias saúde mental,1
2026-04-09,menopausa,fitoterapia menopausa,1
2026-04-09,saude-mental,fobia social,1
2026-04-09,emergentes,gripe aviária H5N1,1
2026-04-09,menopausa,incontinência urinária,5
2026-04-09,saude-mental,insónia,5
2026-04-09,alimentacao,intolerância à lactose,1
2026-04-09,alimentacao,intolerância ao glúten,1
2026-04-09,alimentacao,jejum intermitente,14
2026-04-09,menopausa,libido menopausa,1
2026-04-09,saude-mental,literacia em saúde mental,1
2026-04-09,emergentes,long covid,72
2026-04-09,emergentes,lúpus,62
2026-04-09,menopausa,menopausa masculina,12
2026-04-09,menopausa,menopausa precoce,1
2026-04-09,menopausa,menopausa sintomas,41
2026-04-09,emergentes,microplásticos sangue,1
2026-04-09,emergentes,mpox portugal,1
2026-04-09,alimentacao,obesidade infantil,1
2026-04-09,menopausa,osteoporose,20
2026-04-09,saude-mental,pânico,32
2026-04-09,saude-mental,perturbação bipolar,1
2026-04-09,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-09,saude-mental,perturbações do espectro do autismo,1
2026-04-09,menopausa,peso na menopausa,1
2026-04-09,emergentes,poluição e saúde,1
2026-04-09,alimentacao,pré-diabetes,1
2026-04-09,saude-mental,prevenção suicídio,1
2026-04-09,saude-mental,PTSD,24
2026-04-09,saude-mental,reabilitação psicossocial,1
2026-04-09,alimentacao,refluxo gastroesofágico,51
2026-04-09,emergentes,resistência antibióticos,1
2026-04-09,emergentes,sarampo surto,1
2026-04-09,saude-mental,saúde mental ensino superior,1
2026-04-09,saude-mental,saúde mental escolar,1
2026-04-09,saude-mental,saúde mental jovens,1
2026-04-09,saude-mental,saúde mental no trabalho,1
2026-04-09,saude-mental,saúde mental sem-abrigo,1
2026-04-09,menopausa,secura vaginal,2
2026-04-09,emergentes,sepsis,20
2026-04-09,alimentacao,síndrome de intestino irritável,1
2026-04-09,menopausa,síndrome do ovário poliquístico,2
2026-04-09,saude-mental,solidão,22
2026-04-09,saude-mental,stress,21
2026-04-09,saude-mental,suicídio,47
2026-04-09,menopausa,suores noturnos,3
2026-04-09,alimentacao,suplementos alimentares,4
2026-04-09,saude-mental,TDAH adulto,2
2026-04-09,menopausa,terapia hormonal,1
2026-04-09,saude-mental,terapia online,49
2026-04-09,alimentacao,ultraprocessados,1
2026-04-09,emergentes,vírus nipah,1
2026-04-10,alimentacao,açúcar e saúde,55
2026-04-10,saude-mental,alcoolismo,56
2026-04-10,alimentacao,alergias alimentares,1
2026-04-10,alimentacao,alimentação plant-based,1
2026-04-10,saude-mental,alzheimer,55
2026-04-10,alimentacao,anemia,41
2026-04-10,saude-mental,anorexia nervosa,23
2026-04-10,saude-mental,ansiedade,46
2026-04-10,saude-mental,automutilação,17
2026-04-10,emergentes,avc,45
2026-04-10,saude-mental,burnout,27
2026-04-10,emergentes,calor extremo e saúde,1
2026-04-10,menopausa,cancro da mama,53
2026-04-10,emergentes,candida auris,1
2026-04-10,menopausa,candidíase,18
2026-04-10,alimentacao,colesterol alto,12
2026-04-10,saude-mental,competências socioemocionais,1
2026-04-10,saude-mental,demência,41
2026-04-10,emergentes,dengue europa,50
2026-04-10,saude-mental,dependências,1
2026-04-10,saude-mental,depressão,4
2026-04-10,saude-mental,desinstitucionalização saúde mental,1
2026-04-10,alimentacao,diabetes tipo 2,14
2026-04-10,alimentacao,dieta cetogénica,1
2026-04-10,alimentacao,dieta mediterrânica,1
2026-04-10,alimentacao,doença celíaca,2
2026-04-10,emergentes,doenças cardiovasculares,1
2026-04-10,menopausa,doenças da tiroide,1
2026-04-10,menopausa,endometriose,34
2026-04-10,saude-mental,enxaqueca,42
2026-04-10,saude-mental,equipas comunitárias saúde mental,1
2026-04-10,menopausa,fitoterapia menopausa,1
2026-04-10,saude-mental,fobia social,1
2026-04-10,emergentes,gripe aviária H5N1,1
2026-04-10,menopausa,incontinência urinária,6
2026-04-10,saude-mental,insónia,5
2026-04-10,alimentacao,intolerância à lactose,1
2026-04-10,alimentacao,intolerância ao glúten,1
2026-04-10,alimentacao,jejum intermitente,15
2026-04-10,menopausa,libido menopausa,1
2026-04-10,saude-mental,literacia em saúde mental,1
2026-04-10,emergentes,long covid,65
2026-04-10,emergentes,lúpus,64
2026-04-10,menopausa,menopausa masculina,12
2026-04-10,menopausa,menopausa precoce,1
2026-04-10,menopausa,menopausa sintomas,35
2026-04-10,emergentes,microplásticos sangue,1
2026-04-10,emergentes,mpox portugal,1
2026-04-10,alimentacao,obesidade infantil,1
2026-04-10,menopausa,osteoporose,23
2026-04-10,saude-mental,pânico,29
2026-04-10,saude-mental,perturbação bipolar,1
2026-04-10,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-10,saude-mental,perturbações do espectro do autismo,1
2026-04-10,menopausa,peso na menopausa,1
2026-04-10,emergentes,poluição e saúde,1
2026-04-10,alimentacao,pré-diabetes,1
2026-04-10,saude-mental,prevenção suicídio,1
2026-04-10,saude-mental,PTSD,20
2026-04-10,saude-mental,reabilitação psicossocial,1
2026-04-10,alimentacao,refluxo gastroesofágico,50
2026-04-10,emergentes,resistência antibióticos,1
2026-04-10,emergentes,sarampo surto,1
2026-04-10,saude-mental,saúde mental ensino superior,1
2026-04-10,saude-mental,saúde mental escolar,1
2026-04-10,saude-mental,saúde mental jovens,1
2026-04-10,saude-mental,saúde mental no trabalho,1
2026-04-10,saude-mental,saúde mental sem-abrigo,1
2026-04-10,menopausa,secura vaginal,2
2026-04-10,emergentes,sepsis,19
2026-04-10,alimentacao,síndrome de intestino irritável,1
2026-04-10,menopausa,síndrome do ovário poliquístico,2
2026-04-10,saude-mental,solidão,25
2026-04-10,saude-mental,stress,22
2026-04-10,saude-mental,suicídio,52
2026-04-10,menopausa,suores noturnos,3
